"HGNC_Symbol","Cluster"
"AC020633.1",1
"TBXAS1",3
"BOD1L2",1
"AP001208.1",2
"AF117829.1",2
"AF117829.2",2
"LINC00581",1
"LINC00582",1
"SNAP25",3
"LINC00583",2
"SNAP23",3
"NRGN",3
"ALAD",3
"AL157896.1",1
"AC099563.1",1
"PPP6R1",3
"EXO1",3
"PPP6R2",3
"PPP6R3",3
"LINC00578",1
"AC020779.1",1
"EXO5",1
"AC020779.2",1
"AC099563.2",1
"AP000224.1",1
"LINC00574",1
"SNAP29",3
"LINC00575",1
"LINC00570",2
"LINC00571",1
"LINC00572",1
"ADGRV1",2
"AP001198.2",1
"AP001198.1",1
"SPACA1",3
"NRG1",3
"NRG2",3
"MUC5AC",3
"IMPACT",3
"MYO3B",3
"NRG3",3
"NRG4",3
"AC127035.1",1
"MYO3A",3
"LINC00567",1
"SPACA3",3
"SPACA4",3
"SPACA5",3
"LINC00563",1
"SPACA6",1
"LINC00564",1
"SPACA7",3
"LINC00565",1
"SPACA9",1
"LINC00566",1
"SNAP47",3
"BOD1P1",1
"AC007151.1",1
"BOD1P2",1
"AL590640.1",1
"AL590640.2",1
"MPTX1",1
"NRIR",1
"BAHD1",1
"HNRNPA1",3
"DOCK11P1",1
"LINC00596",1
"LINC00598",1
"HNRNPA0",3
"LINC00592",1
"HNRNPA3",3
"IGHVIII-16-1",1
"LINC00595",1
"MYO10",3
"EXOG",1
"AC027250.2",1
"HNRNPAB",3
"MYO19",3
"MYO16",3
"AC027250.1",2
"MYO1D",3
"AC093151.5",1
"MYO1E",3
"AC093151.7",1
"MYO1B",3
"MYO1C",3
"AC093151.1",1
"MYO1A",3
"AC093151.2",1
"LINC00589",1
"MIR509-1",2
"MYO1H",3
"MIR509-2",2
"MYO1F",3
"TBATA",3
"MIR509-3",2
"LINC00587",1
"LINC00588",2
"MYO1G",3
"NPFFR2",3
"AL713965.1",1
"AC116096.1",1
"NPFFR1",3
"CCDC89",3
"AL844908.1",1
"AL844908.2",1
"CCDC91",1
"OPHN1",3
"ADGRA1",3
"ADGRA2",3
"CCDC96",3
"CCDC97",1
"AP000859.1",1
"CCDC92",3
"CCDC93",1
"AC068787.1",1
"ALG8",3
"AC068787.2",1
"CYP3A7-CYP3A51P",3
"AC093307.1",1
"AC068787.3",1
"ALG9",1
"KCNK10",3
"ALG6",1
"AC068787.4",1
"CCDC78",1
"AC068787.5",1
"KCNK12",3
"KCNK13",3
"ALG5",3
"MYO7B",3
"ALG2",3
"KCNK15",3
"ALG3",3
"ADGRA3",3
"KCNK16",3
"MYO7A",3
"KCNK17",3
"ALG1",3
"KCNK18",3
"TMEM184C-DT",1
"OR6W1P",2
"CCDC80",3
"ADGRB2",1
"ADGRB3",3
"ADGRB1",3
"CCDC86",3
"CCDC87",3
"CCDC81",3
"CCDC82",2
"CCDC83",3
"AC093297.2",1
"AC019118.2",1
"SLC45A4",2
"ADCYAP1R1",3
"SLC45A2",3
"NRN1",3
"SLC45A3",1
"AC019118.1",1
"AP000619.1",1
"SLC45A1",3
"AP000619.2",1
"AP000619.3",1
"AC093297.1",1
"AP003115.1",2
"CEND1",3
"AL445423.3",1
"RPL19P4",1
"AL121776.1",1
"AL445423.1",1
"AL445423.2",1
"RPL19P5",1
"RPL19P1",1
"RTBDN",3
"MYO5A",3
"CCDC9B",3
"RNU7-159P",1
"EXT1",3
"EXT2",3
"AC016912.1",1
"AC016912.2",1
"MYO5B",3
"MYO5C",3
"AP005262.1",1
"NRP1",3
"CSRNP1",1
"CSRNP2",1
"NRP2",3
"CSRNP3",3
"ZBED6CL",2
"PYROXD1",1
"NRON",1
"OTUD7A",3
"OTUD7B",1
"CNTNAP2-AS1",2
"AC084036.1",1
"OTUD6B",2
"MUC12",2
"MUC13",3
"AF111168.1",1
"MUC15",3
"AC073359.1",1
"AC073359.2",1
"SFTPB",3
"SREBF1",3
"SFTPC",3
"AHCTF1P1",1
"SFTPD",3
"AC007786.4",1
"AP003355.1",2
"AP003355.2",2
"AC007786.2",1
"AP002371.1",1
"AC007786.3",1
"AC138627.1",1
"AC007786.1",1
"AC138627.2",1
"AC007390.1",1
"AP003355.3",2
"SREBF2",3
"AC090415.1",1
"MEP1AP4",1
"AC090415.2",1
"MEP1AP1",1
"PDIK1L",1
"CAB39",3
"C1orf35",2
"AL353576.1",1
"BCL2L2-PABPN1",1
"H1-10-AS1",1
"FAM133DP",1
"C1orf21",1
"MYO9B",3
"MYO9A",1
"AC125618.1",1
"RN7SL209P",1
"AL137161.1",1
"IGHD5OR15-5B",1
"AC003086.1",1
"IGHD5OR15-5A",1
"FAM133CP",1
"ALLC",3
"OTUD4",1
"C1orf50",1
"OTUD5",3
"C1orf52",1
"CRTC2",3
"C1orf53",1
"CRTC3",1
"C1orf54",1
"CRTC1",1
"AC068298.1",1
"C1orf56",1
"CAAP1",2
"RNU7-154P",2
"COX6A1",3
"DRD5P1",1
"RN7SL208P",1
"DRD5P2",1
"COX6A2",3
"NRTN",3
"DFFBP1",1
"FAM133FP",1
"AC068308.1",1
"C1orf43",1
"COX6B2",3
"MUC3A",3
"FAM174A-DT",1
"COX6B1",3
"YBX3P1",1
"AL117339.3",1
"AL117339.4",1
"AL117339.1",1
"AL117339.2",1
"RNU7-153P",1
"AC074281.1",1
"PELATON",1
"FAM133EP",1
"UBIAD1",1
"C1orf74",1
"DTD1-AS1",1
"DIABLO",3
"MTND3P15",1
"PKD1P4",1
"PKD1P5",1
"MTND3P16",1
"PKD1P6",1
"MTND3P13",1
"PKD1P1",1
"MTND3P12",1
"PKD1P2",1
"PKD1P3",1
"MTND3P10",1
"ZNF8-ERVK3-1",1
"ADGRG3",3
"ADGRG4",3
"ADGRG1",3
"AANAT",3
"ADGRG2",3
"ADGRG7",3
"RNU7-152P",1
"ADGRG5",3
"AL160254.1",1
"ADGRG6",2
"AC004895.1",1
"CRTAP",3
"MUC16",3
"MUC17",3
"C1orf68",1
"CRTAM",3
"MUC19",1
"AC022447.3",1
"OTUD6A",3
"AC022447.4",1
"AC022447.1",1
"RN7SL205P",1
"AC022447.2",1
"PSMB7P1",1
"AC022447.7",1
"AC104534.1",1
"ALPP",3
"AC022447.5",1
"RNU7-151P",1
"AC022447.6",1
"EIF3J-DT",1
"ALPL",3
"PYROXD2",3
"ALPI",3
"DEGS1",3
"DEGS2",3
"ALPG",2
"MUC20",3
"DNAL4",1
"FAM133GP",1
"MUC21",3
"DNAL1",1
"MUC22",1
"C1orf94",1
"BIN2P1",1
"BIN2P2",1
"CYP4A22",3
"RN7SL204P",1
"TENT4A",3
"TENT4B",1
"ADGRE1",3
"AC106748.1",1
"MME-AS1",1
"ADGRE2",3
"ADGRE5",3
"AL035106.1",1
"ADGRE3",3
"AC096921.1",1
"AC096921.2",1
"DNAI4",3
"DNAI2",3
"MYOCD",3
"DNAI3",3
"C1orf87",1
"FIGLA",3
"DNAI7",1
"CYP4A11",3
"RNU7-157P",1
"RN7SL203P",2
"MTND3P24",1
"TENT5A",3
"MTND3P25",1
"TENT5B",3
"MTND3P22",1
"TENT5C",3
"MTND3P23",1
"GTF3C6P1",2
"MTND3P20",1
"TENT5D",3
"GTF3C6P2",2
"MTND3P21",1
"ADGRF2",3
"GTF3C6P3",1
"ADGRF3",3
"ADGRF1",3
"MTND3P19",1
"ALS2",3
"AC008626.1",1
"ADGRF4",3
"MTND3P17",1
"MYOD1",3
"ADGRF5",3
"MTND3P18",1
"AC036164.1",1
"AC008626.2",1
"OTUB1",3
"DNAH3",3
"OTUB2",3
"AC007880.1",1
"DNAH1",3
"DNAH2",3
"DNAH7",3
"DNAH8",3
"DNAH5",3
"DNAH6",3
"ASB13",1
"ASAP3",1
"PKD1L1",3
"ASB14",3
"RNU7-156P",1
"DNAH9",3
"ASB11",3
"PKD1L2",1
"ASAP1",3
"PKD1L3",1
"ASAP2",3
"ASB12",3
"FTHL17",3
"ASB17",3
"ASB18",2
"ASB15",3
"ASB16",3
"ASB10",3
"RN7SL202P",1
"AC012358.1",1
"AC012358.2",1
"AC097655.1",1
"AC132217.1",1
"REELD1",1
"DNAI1",3
"AC132217.2",1
"AL358033.1",1
"AC068058.1",1
"EYA1",3
"EYA2",3
"EYA3",1
"EYA4",3
"AL645941.2",1
"AL645941.3",1
"RNU7-155P",1
"AL137067.3",1
"AL645941.1",1
"MUC5B",3
"AL137067.1",1
"AL137067.2",1
"ADGRD1",3
"RPL8P1",1
"RPL8P2",1
"ADGRD2",1
"RN7SL201P",1
"OTUD1",1
"OTUD3",1
"AC007298.2",1
"AL355149.1",1
"FGFRL1",3
"RNU6-315P",1
"CEP95",2
"LINC00415",1
"CEP97",1
"LINC00410",1
"OR2L9P",1
"LINC00411",1
"MT1HL1",1
"LINC00412",1
"MIR7162",1
"MIR7160",1
"MIR7161",1
"COL23A1",3
"LINC00407",1
"LINC00408",1
"RN7SL223P",1
"AC007298.1",1
"LINC00402",1
"LINC00404",1
"RNU6-314P",1
"LINC00400",1
"MIR7153",1
"MIR7154",1
"LINC00440",1
"MIR7151",1
"MIR7152",1
"MIR7150",1
"AC100812.1",2
"AC103706.3",2
"AC148477.3",1
"RN7SL222P",1
"AC148477.4",1
"AC148477.1",1
"AC103706.1",2
"CEP70",3
"TEX26-AS1",1
"AC103706.2",2
"AC148477.2",1
"RNU6-317P",1
"AC148477.7",1
"ALX3",3
"CEP72",1
"AC148477.8",1
"ALX4",3
"MCMBP",3
"LINC00437",1
"MIR7159",1
"ALX1",3
"AC148477.5",1
"AC148477.6",1
"LINC00431",1
"MIR7157",1
"CEP76",1
"MIR7158",1
"LINC00433",1
"MIR7155",1
"AC148477.9",1
"CEP78",2
"LINC00434",1
"MIR7156",1
"DACT3-AS1",1
"LINC00430",1
"SNAPIN",3
"H2BU2P",2
"AC073848.1",1
"AL138731.1",1
"LINC00428",1
"RN7SL221P",1
"LINC00424",1
"RNU6-316P",1
"AP001783.1",1
"CEP83",1
"LINC00426",1
"LINC00427",1
"AC007308.1",2
"CEP85",3
"LINC00421",1
"OR2L6P",1
"AC117569.1",1
"LINC00423",1
"CEP89",1
"AC117569.2",1
"CEP57",2
"RPLP2P1",1
"RN7SL220P",1
"RNU6-311P",1
"AL390123.1",1
"CEP55",3
"CEP68",1
"AC096576.7",1
"NSA2",3
"AC096576.1",1
"AC096576.2",1
"AC096576.3",1
"AL590787.1",1
"CEP63",3
"AC026422.1",1
"RNU6-310P",1
"ASCL5",1
"SLCO4A1-AS1",1
"AC024592.1",1
"AC024592.2",1
"ASCL3",1
"ASCL4",3
"AC024592.3",1
"ASCL1",3
"ASCL2",1
"NSD3",3
"NSD1",1
"NSD2",3
"RNU6-313P",2
"AC092468.1",1
"CEP41",3
"RNU6-312P",1
"CEP43",1
"CEP44",1
"AL356321.1",1
"MGAT2P1",2
"AC007402.1",1
"AC005972.1",1
"AC007402.2",1
"LNCAROD",1
"MGAT2P2",2
"AC005972.2",1
"AC039056.1",1
"CEP19",1
"AC005972.3",1
"AC039056.2",1
"METAP2P1",1
"HMGN4",3
"HMGN5",3
"OR2L1P",1
"AC092718.9",1
"AC092718.7",1
"AC092718.8",1
"AC093390.2",1
"HMGN2",3
"LINC00498",1
"HMGN3",3
"LINC00499",1
"AC093390.1",1
"HMGN1",3
"AC092718.1",1
"LINC00494",1
"AC092718.2",1
"AC092718.5",1
"AC012451.1",1
"AC092718.6",1
"AC092718.3",1
"LINC00491",1
"LINC00492",1
"AC092718.4",1
"VASH2",3
"FRMD4A",3
"VASH1",3
"FRMD4B",2
"OR2L13",3
"AC020634.1",1
"AC020634.2",1
"TSSK6",3
"AP001207.1",2
"TSSK3",3
"TSSK4",3
"AP001207.2",2
"LINC00486",2
"AP001207.3",2
"CEP20",3
"TSSK2",3
"LINC00487",1
"LINC00488",1
"LINC00489",1
"AC092958.1",1
"CCDC27",3
"AC092958.2",1
"AC092958.3",1
"AC092958.4",1
"CCDC24",1
"AL136968.1",1
"CCDC25",3
"AL136968.2",1
"CCDC26",2
"KRBOX4",1
"RIC3-DT",1
"KRBOX1",1
"CCDC30",3
"CCDC32",3
"CCDC33",3
"AL591866.1",1
"TRAPPC2",1
"CCDC17",3
"TRAPPC3",3
"CCDC18",1
"TRAPPC1",3
"AMBP",3
"CCDC12",3
"CCDC13",3
"TRAPPC4",3
"CCDC14",3
"AMBN",3
"TRAPPC5",3
"CCDC15",2
"AC010546.1",1
"AL158090.1",1
"TRAPPC8",1
"NSG1",3
"TRAPPC9",2
"ERICD",2
"CNIH1",3
"NSG2",3
"CCDC22",1
"LARP1BP2",2
"CNIH2",3
"CNIH3",3
"LARP1BP3",2
"CNIH4",3
"LARP1BP1",1
"LINC00460",1
"LINC00461",1
"LINC00462",1
"LINC00463",1
"DPY19L4P1",1
"DPY19L4P2",2
"CCDC47",3
"AMD1",3
"LNCARSR",1
"IDH3B",3
"LINC00457",1
"LINC00458",1
"LINC00459",1
"CCDC54",3
"LINC00454",1
"CCDC50",3
"LINC00456",1
"CCDC51",3
"IDH3A",3
"CCDC38",3
"CCDC39",2
"LINC00452",1
"AC068789.1",1
"CCDC34",3
"AL137796.1",1
"LRRC58-DT",1
"LINC00446",1
"CCDC42",3
"LINC00448",1
"CCDC43",3
"LINC00449",1
"LINC00442",1
"LINC00443",1
"CTXN2-AS1",1
"LINC00445",1
"CCDC40",1
"LINC00482",1
"LINC00484",1
"LINC00485",1
"TSSC4",3
"CCDC68",3
"TSSC2",1
"AC044849.1",1
"CCDC69",3
"NSL1",3
"AC091973.1",1
"LINC00479",1
"AP000223.1",1
"ASCC2",3
"HTR2A-AS1",1
"CCDC77",3
"ASCC3",1
"LINC00475",1
"CCDC70",3
"CCDC71",1
"LINC00476",1
"LINC00477",1
"CCDC73",3
"LINC00471",1
"AL645608.6",1
"LINC00472",1
"AL645608.7",1
"AL645608.4",1
"AL645608.5",1
"LINC00474",1
"IDH3G",3
"CCDC57",3
"ASCC1",3
"AMFR",3
"AL645608.8",1
"LINC00470",1
"CCDC59",3
"AL645608.2",1
"AC034111.2",1
"AL645608.3",1
"AC034111.1",1
"FRAS1",3
"BX842242.1",1
"CCDC63",3
"LINC00469",1
"CCDC65",3
"CCDC66",1
"CCDC60",3
"LINC00466",1
"CCDC61",1
"CCDC62",3
"LINC00467",1
"AC007881.1",1
"AC140504.1",1
"FRAT1",3
"FRAT2",1
"C20orf204",1
"C20orf202",1
"AC092811.1",1
"C20orf203",1
"AC005482.1",2
"RNU7-149P",1
"NSMF",3
"ABHD17AP1",1
"ABHD17AP6",1
"ABHD17AP7",1
"ABHD17AP8",1
"ABHD17AP9",1
"TARS2P1",1
"ABHD17AP3",1
"AC096920.1",1
"ABHD17AP4",2
"ABHD17AP5",2
"C2CD4A",3
"C2CD4B",3
"C2CD4C",1
"HNRNPLL",3
"RNU7-148P",1
"ABCC6P1",1
"ABCC6P2",1
"ADAM24P",1
"SNAP91",3
"RNU7-147P",1
"PM20D1",3
"PM20D2",3
"CABYR",3
"C2CD2L",1
"SLC44A5",3
"SLC44A3",3
"SLC44A4",3
"SLC44A1",3
"SLC44A2",3
"MICOS10P2",1
"AC095353.1",1
"MICOS10P3",1
"MICOS10P4",1
"CCDC121P1",2
"AC092957.1",1
"NIPAL4-DT",1
"AC090260.1",1
"PGGHG",1
"RTRAFP1",1
"RTRAFP2",1
"AC018865.2",1
"AC016911.1",1
"AC018865.1",1
"C2CD4D",1
"HNRNPH1",3
"AL122125.1",1
"AC003087.1",1
"HNRNPH2",3
"HNRNPH3",3
"AC073358.1",1
"RNFT1-DT",1
"AL357936.1",1
"SAA4",3
"AL355483.3",1
"AL355483.1",1
"AL355483.2",1
"NT5C",3
"AMN1",1
"AL359987.1",1
"NT5E",3
"AC084035.1",1
"NT5M",1
"AF111169.1",1
"AF111169.2",1
"AF111169.3",1
"AF111169.4",1
"AC007787.1",2
"AC007787.2",2
"ARNTL2-AS1",1
"SAA1",3
"AP000462.1",1
"SAA2",3
"AP000462.2",1
"AP000462.3",1
"KRTAP24-1",3
"CWC25",2
"GSTCD-AS1",1
"DISC1FP1",1
"CWC27",3
"AC112236.1",1
"AC112236.2",1
"AC112236.3",1
"AMOT",1
"RBMX2",3
"CWC22",2
"SACS",1
"RPL29P14",1
"RPL29P12",1
"WNT5B",3
"AC009119.1",1
"RPL29P11",1
"AC009119.2",1
"WNT5A",3
"AP002768.1",1
"RPL9P5",1
"RPL9P6",1
"RPL9P7",1
"AC117422.1",1
"CABS1",3
"RN7SL219P",1
"AC078980.1",1
"RNU7-141P",1
"RPL9P2",1
"RPL9P3",1
"IQSEC3P1",1
"AC013439.1",1
"AMPH",3
"RPL30P14",1
"RPL29P25",1
"RPL30P15",1
"RASL12",3
"RPL30P16",2
"RPL29P23",1
"AC023274.1",1
"RPL29P24",1
"AC068299.2",1
"AC023274.2",1
"AL590392.1",1
"CABP7",3
"RPL29P22",1
"CABP4",3
"AC068299.1",1
"CABP5",3
"CABP2",3
"HMHB1",3
"CABP1",3
"RPL30P10",2
"RPL30P11",1
"RN7SL218P",1
"RPL30P12",1
"RPL30P13",1
"RNU7-140P",1
"RPL29P19",2
"KLHDC2",3
"KLHDC3",3
"KLHDC4",3
"RPL29P32",1
"RPL29P33",1
"WNT3A",3
"RPL29P30",1
"KLHDC1",3
"RN7SL217P",1
"EIF3IP1",2
"CWC15",2
"XAGE5",3
"XAGE3",3
"AC011373.1",1
"CLPTM1LP1",1
"RPL29P29",1
"SAE1",3
"XAGE2",3
"RPL29P28",1
"KLHDC9",3
"WNT2B",3
"AL450469.1",1
"RN7SL216P",1
"AL450469.2",1
"SNAPC5",3
"P3H2-AS1",1
"SNAPC1",3
"SNAPC2",3
"SNAPC3",2
"RNU6-307P",1
"SNAPC4",1
"AC055807.1",1
"AC097654.1",1
"AC005002.1",2
"RPL18P1",1
"RN7SL215P",1
"WNT16",3
"SAFB",3
"ERHP1",2
"ERHP2",2
"IGDCC4",3
"DDX50P1",2
"IGDCC3",3
"DDX50P2",1
"RNU6-306P",1
"AMTN",3
"RBMS1",3
"AC079866.1",1
"AP002528.1",1
"AC079866.2",1
"RBMS2",1
"RBMS3",3
"MIR7110",1
"RN7SL214P",1
"RNU7-144P",1
"AL135744.1",1
"ATXN2-AS",1
"WNT11",2
"RNU6-309P",2
"PCED1A",3
"PCED1B",3
"SAPCD2P3",2
"SAPCD2P4",2
"SAPCD2P1",2
"SAPCD2P2",1
"MIR7113",1
"MIR7114",1
"UHRF2P1",2
"MIR7111",1
"VAT1L",3
"MIR7112",2
"AC090510.3",1
"AC090510.4",1
"AC090510.1",1
"AC090510.2",1
"AC023034.1",1
"RNU7-143P",1
"AC008625.1",1
"RNU6-308P",1
"RN7SL213P",1
"MIR7108",1
"MIR7109",2
"MIR7106",1
"MIR7107",1
"AC007881.2",1
"AC007881.3",1
"AC007881.4",1
"SNORD115-6",2
"SNORD115-7",2
"SNORD115-8",2
"SNORD115-9",1
"RN7SL236P",1
"SNORD115-1",2
"SNORD115-2",2
"SNORD115-3",2
"SNORD115-4",2
"SNORD115-5",2
"RNU7-170P",1
"PPP4R1",3
"PPP4R2",2
"PPP4R4",3
"AC010881.1",1
"RNU6-327P",1
"AC074044.1",1
"AC006320.1",1
"AC108021.1",1
"AC114774.1",1
"RNU6-326P",1
"MRPL18",3
"MRPL19",3
"KRTAP27-1",3
"MRPL16",3
"IL20RA",3
"LUZP4P1",1
"MRPL17",3
"IL20RB",3
"MRPL14",3
"MRPL15",3
"MRPL12",3
"MRPL13",3
"MRPL10",3
"MRPL11",3
"MRPL20",3
"OR2I1P",1
"RNU6-329P",1
"KCNMB1",3
"RN7SL234P",2
"KCNMB2",3
"KCNMB3",3
"KCNMB4",3
"AMZ2",3
"AMZ1",3
"CADM3",3
"CADM4",3
"CADM1",3
"COL24A1",3
"CADM2",2
"MRPL27",3
"MRPL28",3
"MRPL23",1
"MRPL24",3
"MRPL21",3
"MRPL22",3
"MRPL30",3
"RN7SL233P",1
"RNU6-328P",1
"AL354809.1",1
"EZH1",1
"EZH2",3
"GMPSP1",1
"KF456478.1",1
"AL354893.1",1
"AL354893.2",1
"MRPL38",3
"MRPL39",3
"MRPL36",3
"MRPL37",3
"MRPL34",3
"MRPL35",3
"MRPL32",3
"MRPL33",3
"MRPL41",3
"MRPL42",3
"MRPL40",3
"TRGV5P",1
"RNU7-174P",2
"AC005006.1",2
"AC087664.1",2
"AC087664.2",2
"RNU6-323P",1
"AC087664.3",2
"AL390026.1",1
"EIPR1",3
"AL672142.1",1
"MRPL49",3
"MRPL47",3
"MRPL48",2
"MRPL45",3
"MRPL46",3
"MRPL43",3
"MRPL44",3
"MRPL52",3
"MRPL53",3
"MRPL50",1
"RN7SL231P",1
"MRPL51",3
"RNU7-173P",1
"KCNMA1",3
"AC121493.1",2
"AC010641.2",1
"GARS1-DT",1
"AC010641.1",1
"RNU6-322P",1
"RPLP1P5",2
"RPLP1P6",1
"MRPL58",3
"MRPL57",3
"MRPL54",3
"MRPL55",3
"NTF4",3
"RN7SL230P",1
"NTF3",3
"RNU7-172P",1
"TMEM97P1",1
"TMEM97P2",1
"RNU6-325P",1
"CEPT1",1
"AC092071.1",1
"AL606845.1",1
"USP9X",3
"USP9Y",2
"AC015978.2",1
"AC015978.1",1
"GASAL1",2
"RNU7-171P",1
"AC009452.1",1
"ADH5P2",1
"ADH5P3",1
"RNU6-324P",1
"ADH5P4",2
"ADH5P5",1
"SNX2P1",1
"UGT1A10",3
"AL359844.1",1
"SNX2P2",1
"AL670729.1",2
"SAT2",3
"AL670729.2",2
"AL670729.3",2
"SAT1",3
"EIF4ENIF1",1
"CADM3-AS1",1
"OR52H2P",1
"AL161727.1",1
"AC034114.1",2
"AC034114.2",2
"CBLL1-AS1",2
"BMPR1B-DT",1
"TRGV10",1
"TPT1P10",1
"TPT1P11",1
"TRGV11",1
"TPT1P14",1
"TPT1P12",1
"TPT1P13",2
"XIRP2-AS1",1
"AL356320.1",1
"AL356320.2",1
"AC247036.1",1
"AC090164.4",1
"SAV1",1
"AC090164.2",1
"AC090164.3",1
"AC090164.1",1
"AC024257.1",1
"AC010401.2",1
"AC024257.2",1
"AC108751.1",1
"AC024257.3",1
"AC024257.4",1
"RNU6-321P",1
"AC024257.5",1
"AC010401.1",1
"AC108751.4",1
"AC108751.5",1
"AC023762.1",2
"AC108751.2",1
"MYPOP",1
"AC108751.3",1
"RBPMS",3
"TFPI2",3
"BUD13P1",1
"AC139792.3",1
"AC006466.1",1
"PTPRD",2
"PTPRE",3
"PTPRB",2
"PTPRC",3
"CFLAR-AS1",1
"PTPRA",3
"VPS9D1-AS1",1
"AL513304.1",1
"NFE2L3P1",1
"RNU6-320P",2
"SLC25A5-AS1",1
"IGHV3OR16-10",1
"IGHV3OR16-11",1
"IGHV3OR16-12",1
"Z99774.2",2
"Z99774.3",2
"Z99774.1",2
"AC104771.1",1
"AC139792.1",1
"AC139792.2",1
"DIS3L2",1
"TUBB8P1",2
"TUBB8P2",2
"TUBB8P3",1
"TUBB8P4",1
"TUBB8P5",1
"HPRT1P3",1
"AC093305.1",1
"TUBB8P6",1
"TUBB8P7",1
"HPRT1P1",1
"HPRT1P2",1
"TUBB8P8",1
"AC136424.1",1
"AC136424.2",1
"AC010547.1",1
"AC010547.2",1
"Z99774.4",2
"Z99774.5",2
"AC010547.3",1
"AC010547.4",1
"AP001054.1",1
"AC010547.5",1
"AC226118.1",1
"AC010547.6",1
"IGHV3OR16-17",1
"IGHV3OR16-13",1
"IGHV3OR16-15",1
"IGHV3OR16-16",1
"RBPJL",3
"UGT1A2P",1
"AC116347.1",1
"AC093295.1",1
"NTN4",3
"NTN5",3
"NTN1",3
"NTN3",3
"AC109486.2",1
"AL929288.1",1
"AL929288.2",1
"AC109486.3",1
"AC109486.1",1
"AC078886.1",1
"MAPT-IT1",1
"PTPN1",3
"AL391095.2",1
"ANHX",1
"AL391095.3",1
"IGLCOR22-1",2
"IGLCOR22-2",2
"PRKAR1AP1",1
"SNRPEP11",1
"PTPN9",3
"PTPN6",3
"PTPN7",3
"PTPN4",1
"PTPN5",3
"AL391095.1",1
"R3HDM2-DT",1
"PTPN2",3
"SNRPEP10",1
"PTPN3",3
"AC116348.1",1
"AC116348.2",1
"KDELR1",3
"THUMPD2",1
"THUMPD3",3
"SPATA20",3
"THUMPD1",1
"TAS2R62P",2
"AC116348.3",1
"AC116348.4",1
"SPATA25",3
"SPATA21",3
"SPATA22",3
"SPATA24",1
"AL033530.1",1
"ANK2",1
"ANK3",3
"ANK1",3
"SPATA16",3
"SPATA17",3
"AC008134.1",1
"AL049828.1",1
"SPATA12",3
"SPATA13",3
"KDELR2",3
"WFDC10A",3
"WFDC10B",3
"KDELR3",3
"SPATA18",3
"AL049828.2",1
"SPATA19",3
"NRBF2P6",1
"WNK4",3
"MIR3142HG",1
"Z98949.1",2
"Z98949.2",2
"AC104772.1",1
"AC138473.1",2
"AC010307.3",1
"ANKH",3
"AC010307.4",1
"AC010307.1",1
"AL157899.1",1
"AC010307.2",1
"TUBB8P9",1
"NRBF2P4",2
"NRBF2P5",1
"NRBF2P2",1
"AC010297.1",1
"AC092810.1",1
"NRBF2P3",1
"AC092810.2",1
"NRBF2P1",1
"AC092810.3",1
"AL450322.1",1
"AL450322.2",1
"IFITM10",3
"AL132712.1",1
"AP002765.1",1
"AL132712.2",1
"ANLN",3
"AL445665.1",2
"WNK1",3
"WNK2",3
"WNK3",3
"YES1P1",2
"PTPRT",3
"PTPRU",3
"PTPRR",3
"PTPRS",3
"USPL1",1
"PTPRQ",1
"PTPRN",3
"PTPRO",3
"PTPRM",3
"PTPRJ",3
"PTPRK",1
"PTPRH",1
"OR6U2P",1
"AL355482.1",1
"PTPRF",3
"AL355482.2",1
"PTPRG",3
"BABAM1",3
"BABAM2",3
"AC023669.1",1
"AC023669.2",1
"AP003499.1",1
"AP003499.4",1
"AP003499.5",1
"AP003499.2",1
"AP003499.3",1
"YBX1P8",1
"MAPRE3-AS1",2
"YBX1P9",1
"AC090559.1",1
"YBX1P6",1
"YBX1P7",1
"ANO8",1
"YBX1P1",1
"ANO9",3
"ANO6",3
"ANO7",1
"ANO4",3
"YBX1P4",2
"ANO5",3
"YBX1P5",1
"AC090559.2",1
"YBX1P2",2
"ANO2",3
"YBX1P3",1
"ANO3",3
"ANO1",2
"AL513303.1",1
"SLC43A2",3
"SLC43A3",3
"AD001527.2",1
"SLC43A1",1
"AC138869.3",1
"CAMKK1",1
"AC138869.1",1
"AC138869.2",1
"CAMKK2",1
"AC099560.1",1
"AC099560.2",1
"AD001527.1",1
"AC145098.1",1
"AC145098.2",1
"ATP8A2P2",1
"ATP8A2P3",1
"IFITM4P",1
"AC016910.1",1
"IGBP1P1",2
"IGBP1P2",1
"AC104532.1",1
"AC104532.2",1
"BX322650.1",1
"IGBP1P5",1
"IGBP1P3",1
"IL6R-AS1",1
"IGBP1P4",1
"GIMAP1",3
"GIMAP2",3
"GIMAP4",3
"GIMAP5",3
"GIMAP6",3
"GIMAP7",3
"GIMAP8",3
"RBX1P1",1
"RBX1P2",1
"AL160408.6",1
"AL133444.1",1
"SBF1",3
"AL160408.2",1
"AL160408.3",1
"SBF2",1
"AL160408.4",1
"AL160408.5",1
"AC066580.1",1
"AL160408.1",1
"EIF3JP1",2
"AC114284.1",1
"CAMKMT",1
"SBDS",3
"UQCRBP1",1
"UQCRBP2",1
"UQCRBP3",1
"ATP5MC2",3
"ATP5MC3",3
"RNU7-176P",2
"AC123900.1",1
"ATP5MC1",3
"AC108168.1",1
"WNT6",3
"AC103702.1",1
"AC103702.2",1
"LINC00710",1
"AC135586.1",1
"AC135586.2",1
"WNT1",3
"WNT2",3
"WNT3",3
"WNT4",3
"SPATA6L",3
"AC009118.1",1
