HGNC_Symbol,log2R_CNA,Z_Score
LINC00954,3,-0.0090
LINC00955,3,-0.0090
LINC00951,4,-0.0090
AC109635.6,2,-0.0089
AC109635.1,2,-0.0090
AC109635.2,2,-0.0090
AC109635.3,2,-0.0090
AC109635.4,2,-0.0090
AC109635.5,NA,-0.0090
AHI1,2,-0.0045
LINC00945,4,-0.0090
AC098583.1,3,-0.0088
LINC00941,4,-0.0090
LINC00942,3,-0.0086
AC098583.2,3,-0.0090
LINC00943,3,-0.0089
LINC00944,3,-0.0088
RNU4-36P,3,-0.0084
LINC00940,3,-0.0090
OR52B3P,2,-0.0090
AC002116.2,2,-0.0084
AC002116.1,2,-0.0090
AC005341.1,5,-0.0090
ZNF670-ZNF695,3,-0.0090
AL352984.2,4,-0.0089
AP000811.1,2,-0.0090
AL352984.1,4,-0.0089
ETV1,2,-0.0007
ETV2,2,-0.0085
ETV3,3,-0.0007
ETV4,6,-0.0026
ETV5,4,0.0302
ETV6,4,0.0012
ETV7,4,-0.0088
PTGES3L,6,-0.0088
BCAN-AS1,3,-0.0090
OR52B1P,2,-0.0090
EEF1DP7,4,-0.0078
AC011370.1,3,-0.0089
EEF1DP8,2,-0.0090
AL160396.1,NA,-0.0090
KRTAP21-2,4,-0.0090
KRTAP21-3,4,-0.0089
AL353572.1,2,-0.0089
AL353572.2,2,-0.0090
AL160396.2,NA,-0.0089
AL353572.3,NA,-0.0090
LINC00917,3,-0.0090
LINC00919,3,-0.0090
ZBED1P1,3,-0.0090
AL353572.4,2,-0.0088
BNIP1,3,-0.0044
BNIP2,4,0.0165
PTK2B,3,-0.0070
LINC00910,6,-0.0080
LINC00911,4,-0.0090
RNU4-39P,2,-0.0083
NPIPB10P,2,-0.0090
AC127521.1,3,-0.0090
NIPSNAP3B,2,-0.0088
NIPSNAP3A,2,0.0009
BNIP5,4,-0.0090
BNIP3,2,0.0435
AL450226.2,3,-0.0088
SDHAP1,4,-0.0008
AL450226.1,3,-0.0086
SDHAP4,4,-0.0038
SDHAP2,4,-0.0090
SDHAP3,3,-0.0077
LINC00905,3,-0.0090
LINC00906,2,-0.0089
LINC00907,3,-0.0090
TSPO2,4,-0.0084
ERCC3,3,0.0001
LINC00901,5,-0.0090
ERCC4,3,-0.0051
ERCC1,4,0.0183
LINC00903,5,-0.0090
ERCC2,4,0.0123
LINC00904,2,-0.0090
ERCC8,4,-0.0079
ERCC5,2,-0.0079
ERCC6,2,-0.0014
LINC00900,2,-0.0090
AC009312.1,3,-0.0090
KRTAP21-1,4,-0.0090
AC103792.1,2,-0.0090
AC018868.1,4,-0.0065
PELP1-DT,3,-0.0088
BNIPL,3,-0.0087
BX322559.1,3,-0.0088
AC078789.1,4,-0.0090
AC007406.1,3,-0.0090
MRGPRF,2,-0.0069
AC007406.2,3,-0.0090
MRGPRG,2,-0.0090
MRGPRD,2,-0.0090
AC007406.3,3,-0.0090
MRGPRE,2,-0.0090
AC007406.4,3,-0.0060
RNU7-182P,3,-0.0090
ZFHX4-AS1,3,-0.0090
CIRBP-AS1,2,-0.0069
AC004898.1,2,-0.0080
AL357054.5,5,-0.0090
LINC00898,2,-0.0090
LUC7L,3,-0.0006
AC004908.1,3,-0.0066
LINC00899,10,-0.0063
AC004908.2,3,-0.0078
AL357054.1,5,-0.0085
AC004908.3,3,-0.0085
AL357054.2,5,-0.0088
AL357054.3,5,-0.0090
LINC00895,7,-0.0090
AL357054.4,5,-0.0089
LINC00896,7,-0.0089
LINC00891,2,-0.0090
POU2F1-DT,3,-0.0088
AC073594.1,3,-0.0090
LINC00892,2,-0.0090
FAM193B-DT,3,-0.0077
RNU7-181P,3,-0.0087
LINC00886,5,-0.0088
LINC00887,5,-0.0090
LINC00888,4,-0.0043
AC099328.1,4,-0.0089
AC099328.2,4,-0.0090
LINC00882,5,-0.0089
LINC00885,4,-0.0090
SNX5P2,3,-0.0088
AC121154.1,3,-0.0089
SNX5P1,3,-0.0089
RNU7-180P,3,-0.0083
PPFIA2-AS1,4,-0.0090
AC024940.5,4,-0.0089
AC108066.1,3,-0.0088
AC137056.2,3,-0.0090
GLULP6,3,-0.0090
AC024940.3,4,-0.0081
AC024940.4,4,-0.0090
AC108066.2,3,-0.0089
AC024940.1,4,-0.0089
GLULP4,2,-0.0090
GLULP5,3,-0.0090
AC137056.1,3,-0.0090
AC024940.2,4,-0.0082
GLULP3,2,-0.0090
EIF3EP2,3,-0.0090
RAET1E-AS1,2,-0.0090
EIF3EP1,3,-0.0090
AC010542.4,3,-0.0090
RN7SL269P,3,-0.0082
AC010542.5,3,-0.0074
AC010542.1,3,-0.0090
AC010542.2,3,-0.0090
AC010542.3,3,-0.0089
ST3GAL3-AS1,5,-0.0083
AC103794.1,2,-0.0077
AC009061.1,3,-0.0090
FIGNL2-DT,3,-0.0090
AC009061.2,3,-0.0082
LINC00857,2,-0.0089
RNU7-186P,4,-0.0083
LINC00858,2,-0.0089
RN7SL268P,5,-0.0069
LINC00853,5,-0.0085
RNU6-359P,3,-0.0090
ADAMTS7P1,4,-0.0090
ADAMTS7P3,4,-0.0088
AC008962.1,5,-0.0090
LINC00850,2,-0.0090
ADAMTS7P4,4,-0.0089
OR2H5P,4,-0.0090
LINC00851,4,-0.0090
RAB5IF,4,-0.0053
LINC00852,4,-0.0082
AHSG,4,-0.0090
RNU7-185P,2,-0.0090
LINC00847,3,-0.0087
RN7SL267P,3,-0.0035
LINC00842,2,-0.0090
AC009947.3,NA,-0.0090
AHRR,3,-0.0086
AC009947.1,1,-0.0090
LINC00844,2,-0.0090
RNU6-358P,3,-0.0090
LINC00845,2,-0.0090
AC009947.2,1,-0.0090
LINC00840,3,-0.0089
LINC00841,3,-0.0090
OR2H4P,4,-0.0090
SNORD116-5,4,-0.0081
SNORD116-6,4,-0.0090
SNORD116-7,4,-0.0090
LINC00880,5,-0.0090
AP006288.1,2,-0.0090
SNORD116-8,4,-0.0090
LINC00881,5,-0.0089
SNORD116-9,4,-0.0090
AL118558.3,4,-0.0042
AL118558.4,4,-0.0079
PRDM8-AS1,3,-0.0090
AC087565.1,3,-0.0090
AC087565.2,NA,-0.0090
AL157893.1,2,-0.0063
AL157893.2,2,-0.0084
SNORD116-1,4,-0.0090
SNORD116-2,4,-0.0090
SNORD116-3,4,-0.0090
SNORD116-4,4,-0.0090
PPP1R2,4,0.0103
AC018629.1,8,-0.0090
LINC00879,5,-0.0090
RN7SL266P,2,-0.0068
PPP1R7,3,0.0079
PPP1R8,6,0.0313
LINC00877,4,-0.0090
AHSP,2,-0.0089
AL118558.1,4,-0.0090
AL118558.2,4,-0.0066
LINC00871,4,-0.0090
AC099568.1,4,-0.0090
AC099568.2,4,-0.0088
LINC00870,4,-0.0090
WHRN,2,-0.0075
AL356859.1,2,-0.0090
AL354796.1,2,-0.0090
AC080162.1,3,-0.0068
LINC00868,4,-0.0090
LINC00869,3,-0.0088
RN7SL265P,2,-0.0086
RNU7-183P,3,-0.0090
AC002451.1,2,-0.0090
LINC00865,2,-0.0090
CPSF4L,4,-0.0089
LINC00867,2,-0.0090
LINC00861,3,-0.0090
AC002451.2,2,-0.0090
LINC00862,3,-0.0087
LINC00863,2,-0.0083
PIWIL2-DT,3,-0.0071
AC093292.1,3,-0.0090
PPP1CB,3,0.0302
PPP1CC,3,0.0176
RCBTB2P1,2,-0.0090
AC078883.2,3,-0.0086
AC133634.1,3,-0.0090
HMCES,5,0.0070
AC078883.1,3,-0.0076
RNU6-355P,3,-0.0090
AL035090.1,3,-0.0089
SSUH2,4,-0.0088
AL596327.1,3,-0.0090
MORF4L1,4,0.0574
RN7SL263P,5,-0.0039
MORF4L2,2,0.2245
RNU6-354P,4,-0.0088
C20orf96,4,-0.0068
RN7SL262P,2,0.0004
ZKSCAN2-DT,2,-0.0081
AC007490.1,3,-0.0090
AL359845.1,2,-0.0090
KRTCAP2P1,3,-0.0090
AC062037.2,3,-0.0090
AC062037.3,3,-0.0090
AC062037.1,3,-0.0084
OTOL1,5,-0.0090
RN7SL261P,3,-0.0086
THEM7P,2,-0.0090
RNU6-356P,3,-0.0090
AC139451.1,4,-0.0073
TPM3P1,2,-0.0088
RNU6-351P,3,-0.0090
TPM3P4,2,-0.0090
TPM3P2,4,-0.0090
TPM3P3,3,-0.0090
AC010198.1,4,-0.0090
TPM3P8,3,-0.0087
AC010198.2,4,-0.0086
TPM3P9,7,-0.0062
TPM3P6,7,-0.0070
TPM3P7,3,-0.0084
EXO5-DT,6,-0.0078
Z93022.1,2,-0.0088
RPL35AP9,5,-0.0087
AL162458.1,4,-0.0078
RPL35AP7,3,-0.0089
RPL35AP8,4,-0.0089
NOB1,3,0.0007
RPL35AP2,2,-0.0085
AL157413.1,4,-0.0090
RPL35AP5,3,-0.0077
RPL35AP6,3,-0.0082
RN7SL260P,3,-0.0018
RPL35AP3,2,-0.0090
RPL35AP4,4,-0.0090
PLA2G12A,3,-0.0023
PLA2G12B,2,-0.0090
AC008379.1,3,-0.0089
ARL2-SNX15,2,-0.0090
AC012593.1,3,-0.0090
AC012593.2,3,-0.0090
NOA1,3,0.0023
LCORL,3,-0.0061
AC007250.1,3,-0.0089
AL354890.1,3,-0.0086
FAM136BP,5,-0.0088
AC004022.2,2,-0.0090
IGKV1OR9-1,2,-0.0090
NOD1,2,-0.0076
IGKV1OR9-2,3,-0.0090
AC004022.1,2,-0.0090
NOD2,3,-0.0088
NOCT,3,0.0027
RNU6-353P,4,-0.0086
RNU6-352P,4,-0.0090
AC080068.1,2,-0.0090
AL096712.2,4,-0.0086
OTOGL,4,-0.0089
AL096712.1,4,-0.0078
AC027307.3,2,-0.0082
AC027307.1,2,-0.0089
AC027307.2,2,-0.0067
DRAXINP1,2,-0.0089
AC084373.1,4,-0.0090
RSC1A1,6,-0.0090
KRTAP20-3,4,-0.0090
KRTAP20-4,4,-0.0090
RNU4-40P,4,-0.0075
AP000320.1,4,-0.0090
AC097512.1,3,-0.0090
AC005580.1,2,-0.0090
AC006328.1,1,-0.0090
AC006328.2,1,-0.0090
AL132855.1,4,-0.0090
HMCN2,2,-0.0089
FAM136DP,4,-0.0079
AL353729.1,2,-0.0090
HMCN1,3,0.0157
AL353729.2,2,-0.0090
ARRDC4,4,0.0022
ARRDC5,2,-0.0090
RNU4-41P,3,-0.0089
ARRDC1,2,-0.0056
ARRDC2,3,-0.0055
ARRDC3,4,0.0873
WFDC21P,4,-0.0082
CRNKL1,4,0.0073
AC124283.4,4,-0.0083
AC124283.5,4,-0.0088
AC124283.2,4,-0.0084
AC124283.3,4,-0.0084
RUBCNL,2,-0.0088
FAM136CP,5,-0.0078
KRTAP20-1,4,-0.0090
KRTAP20-2,4,-0.0090
AC008869.1,3,-0.0090
AL583807.1,2,-0.0089
AL157414.1,4,-0.0090
FAM136FP,3,-0.0090
AL157414.2,4,-0.0090
AL157414.3,4,-0.0090
AL157414.4,4,-0.0090
AC106745.1,3,-0.0090
AC068491.2,3,-0.0079
AC244100.3,2,-0.0090
AC244100.4,2,-0.0090
AC244100.1,2,-0.0090
AC244100.2,2,-0.0090
FAM136EP,7,-0.0087
AC097658.3,3,-0.0085
AC097658.1,3,-0.0067
AC097658.2,3,-0.0090
AC122138.1,3,-0.0090
RNU4-45P,4,-0.0090
LRRCC1,3,-0.0026
AC016813.1,3,-0.0090
AC068491.1,3,-0.0086
STRADA,4,-0.0075
STRADB,3,-0.0027
AC005736.1,3,-0.0088
ZDHHC12,2,-0.0023
ZDHHC13,2,-0.0059
ZDHHC11,3,-0.0089
RNASEK-C17orf49,3,-0.0090
ZDHHC16,2,0.0028
AL591767.2,4,-0.0089
ZDHHC17,4,-0.0003
ZDHHC14,2,-0.0087
ZDHHC15,2,-0.0087
AL591767.1,4,-0.0088
AC244090.1,2,-0.0088
AC246787.1,4,-0.0078
AC244090.2,2,-0.0090
RNU4-46P,3,-0.0090
AIDA,3,-0.0012
AC246787.2,4,-0.0090
FYTTD1,4,0.0123
U40455.1,2,-0.0090
RNU4-42P,3,-0.0090
ZDHHC20,2,0.0079
NOL7,4,0.0199
ZDHHC23,5,-0.0081
GDPD1,4,-0.0077
ZDHHC24,2,-0.0054
GDPD2,2,-0.0087
NOL8,2,-0.0046
PHKA1P1,3,-0.0083
NOL9,6,0.0076
ZDHHC21,2,-0.0065
GDPD3,2,-0.0085
GDPD4,2,-0.0090
AC025580.1,4,-0.0090
ZDHHC22,4,-0.0090
NOL3,3,0.0057
GDPD5,2,-0.0062
AIF1,3,-0.0090
NOL4,3,-0.0090
NOL6,2,0.0025
PPP2CA,3,0.0165
PPP2CB,3,0.0097
ZDHHC18,6,0.0053
ZDHHC19,4,-0.0090
AC068647.1,5,-0.0090
WIF1,4,-0.0089
AC068647.2,5,-0.0090
AC078882.1,3,-0.0090
RNU4-43P,4,-0.0090
B3GAT1-DT,2,-0.0090
AP000560.1,2,-0.0078
OTOP1,3,-0.0090
AIG1,2,-0.0044
OTOP2,4,-0.0090
ANKRD34C-AS1,4,-0.0090
OTOP3,4,-0.0090
AC008629.1,4,-0.0089
AC008629.2,4,-0.0090
AL355385.2,4,-0.0090
RNU4-44P,2,-0.0090
AL513348.1,3,-0.0090
AL355385.1,4,-0.0088
AC008629.3,4,-0.0090
TFPI2-DT,2,-0.0090
NDUFA13,8,-0.0079
NDUFA11,2,-0.0063
NDUFA12,3,0.0314
NDUFA10,3,-0.0032
ARHGDIG,3,-0.0088
AC243654.2,4,-0.0076
AC243654.3,4,-0.0086
CNDP1,3,-0.0090
AC243654.1,4,-0.0081
CNDP2,3,-0.0024
ARHGDIA,4,0.0411
ARHGDIB,4,-0.0080
AC104777.1,3,-0.0090
AC104777.2,3,-0.0089
RNU4-49P,3,-0.0087
NOM1,2,-0.0045
CDV3P1,5,-0.0089
MRPL32P1,2,-0.0090
MRPL32P2,2,-0.0089
GS1-600G8.3,2,-0.0090
AC074338.1,2,-0.0089
JCAD,2,-0.0034
AC116099.1,NA,-0.0090
LMO7DN,2,-0.0090
NOP2,3,-0.0088
RNU7-188P,2,-0.0090
NOP9,4,0.0008
LINC00839,3,-0.0068
RANBP1P1,2,-0.0083
RANBP20P,4,-0.0090
AC068397.1,4,-0.0089
AC068397.2,4,-0.0090
LINC00836,2,-0.0090
GABPB1-IT1,4,-0.0063
LINC00837,2,-0.0090
LINC00838,2,-0.0090
RNU4-47P,4,-0.0068
AC073114.2,2,-0.0090
AC112721.2,3,0.0059
AC112721.1,3,-0.0040
AC073114.1,2,-0.0089
NONO,2,0.0526
RNU7-187P,2,-0.0090
LINC00824,3,-0.0090
AC005090.1,2,-0.0090
C6orf47-AS1,3,-0.0090
BRWD1,4,0.0035
BRWD3,2,-0.0004
RNU4-48P,3,-0.0088
Z95327.1,2,-0.0090
Z95327.2,2,-0.0090
SLC40A1,3,-0.0056
AC092953.1,5,-0.0080
AC092953.2,5,-0.0085
AP001642.1,2,-0.0090
AF254982.1,4,-0.0090
NOS1,3,-0.0090
ATP5F1EP1,3,-0.0090
ATP5F1EP2,2,-0.0081
AC127520.1,NA,-0.0090
MAPK1IP1L,4,0.0190
STIP1P3,2,-0.0090
PRODH2,2,-0.0090
AC005100.1,2,-0.0090
AL356952.1,NA,-0.0090
AC005100.2,NA,-0.0090
GPR1-AS,3,-0.0090
AIM2,3,-0.0003
AC011525.1,2,-0.0090
AC011525.2,2,-0.0090
AKT1S1,2,-0.0048
AC016074.1,3,-0.0090
SCUBE1-AS2,5,-0.0089
AC016074.2,3,-0.0090
SCUBE1-AS1,5,-0.0090
AC008723.1,3,-0.0090
AC124283.1,4,-0.0090
AL449283.1,3,-0.0089
AC005486.1,2,-0.0090
NOTO,3,-0.0090
OPCML,2,-0.0086
NOS2,3,-0.0089
NOS3,2,-0.0090
SLFNL1,6,-0.0082
KANSL1,4,-0.0025
KANSL2,3,0.0027
KANSL3,3,0.0031
VPS13A-AS1,2,-0.0089
SNX6P1,6,-0.0086
ATP5IF1,6,0.0295
SAMD14,4,-0.0086
FAM91A3P,3,-0.0090
SAMD15,4,-0.0079
MPRIP,3,0.0195
BX248409.1,3,-0.0087
AC098976.1,3,-0.0090
AL118557.1,4,-0.0090
SAMD12,3,-0.0082
SAMD13,3,-0.0089
SAMD10,4,-0.0077
SAMD11,4,-0.0083
EIF3FP1,4,-0.0087
FLJ31356,3,-0.0087
EIF3FP3,3,-0.0075
ROCK1P1,3,-0.0085
FAM91A2P,3,-0.0090
ENTHD1,3,-0.0090
MCM3AP-AS1,3,-0.0085
AP001784.1,2,-0.0089
AL160394.2,2,-0.0089
AC009310.1,3,-0.0090
AC009060.1,3,-0.0089
PARPBP,3,-0.0073
AL160394.1,2,-0.0090
AC009060.2,3,-0.0090
AIRE,3,-0.0090
KLRK1,4,-0.0090
GPIHBP1,3,-0.0090
SDHCP2,2,-0.0090
SDHCP3,3,-0.0085
SDHCP1,3,-0.0088
SDHCP4,2,-0.0090
AL590290.1,3,-0.0090
NOX3,2,-0.0090
NOX4,2,-0.0077
AC096531.1,4,-0.0090
AC005094.1,2,-0.0090
AIRN,2,-0.0089
NOX5,4,-0.0089
NOX1,2,-0.0088
ATF7IP2,3,-0.0089
DIS3L,4,-0.0001
CDPF1P1,3,-0.0082
SKAP1-AS1,4,-0.0090
SKAP1-AS2,4,-0.0090
AC072039.1,5,-0.0084
RUNX3-AS1,6,-0.0075
AC072039.2,5,-0.0089
AL138878.1,5,-0.0090
AL138878.2,5,-0.0090
AC125611.1,3,-0.0087
AC125611.2,3,-0.0083
AC125611.3,3,-0.0089
AC005104.1,3,-0.0071
AC005104.2,3,-0.0087
AC125611.4,3,-0.0089
RN7SL279P,3,-0.0084
ZNF603P,4,-0.0089
C20orf181,4,-0.0090
PROCA1,3,-0.0086
AL359212.1,4,-0.0090
ZNF602P,4,-0.0081
RN7SL278P,4,0.0486
EVC2,3,-0.0080
AL391099.1,3,-0.0090
MIR600HG,2,-0.0082
C20orf173,4,-0.0090
SAMD4A,4,0.0020
SAMD4B,4,0.0067
LYRM9,3,-0.0084
AL162311.1,4,-0.0089
AL162311.2,4,-0.0087
AL162311.3,4,-0.0088
LYRM1,2,-0.0066
LYRM2,2,-0.0032
LYRM4,5,-0.0026
RN7SL277P,6,0.1073
LYRM7,4,-0.0041
MPLKIP,2,-0.0071
HS6ST1P1,6,-0.0089
MYLK2,4,-0.0088
AC024595.1,3,-0.0090
DEFB1,3,-0.0090
AP000324.1,4,-0.0090
MYLK3,4,-0.0090
MYLK4,5,-0.0087
AC099565.1,6,-0.0090
RNU6-367P,4,-0.0065
MYLIP,4,-0.0058
AC138625.1,3,-0.0090
AC138625.2,3,-0.0090
AL161629.1,2,-0.0090
RN7SL275P,3,-0.0090
AC025580.2,4,-0.0088
AC025580.3,4,-0.0090
AL157904.1,4,-0.0088
RNU6-366P,4,-0.0090
MIA2-AS1,4,-0.0087
AL162457.2,4,-0.0090
DAAM2-AS1,4,-0.0088
NPAT,2,-0.0016
RN7SL274P,3,-0.0090
CLTCL1,7,0.0004
SSXP9,2,-0.0090
RNU6-369P,5,-0.0090
AL096855.2,6,-0.0084
EVI5,3,0.0034
AL583803.1,2,-0.0090
AL162457.1,4,-0.0090
AL096855.1,6,-0.0073
SSXP1,2,-0.0090
SSXP3,2,-0.0090
SSXP4,2,-0.0090
DEFA6,3,-0.0090
SSXP5,2,-0.0090
DEFA4,3,-0.0090
DEFA5,3,-0.0090
DEFA3,3,-0.0090
DEFA1,3,-0.0090
AL117332.1,4,-0.0076
UQCRC2P1,4,-0.0090
RN7SL273P,4,-0.0090
TXNL1P1,2,-0.0090
SMARCA5-AS1,3,-0.0062
RNU6-368P,2,-0.0090
RNU6-363P,3,-0.0090
CELF1,2,0.0060
SCHIP1,5,-0.0084
CELF2,2,-0.0043
CELF3,3,-0.0090
CELF4,3,-0.0089
CELF5,2,-0.0090
CELF6,4,-0.0090
MCM10,2,-0.0069
AC096677.1,3,-0.0080
AC096677.2,3,-0.0090
RN7SL272P,2,0.0021
AL359692.1,2,-0.0090
AC096677.3,3,-0.0090
AL662899.1,3,-0.0090
AL662899.2,3,-0.0090
RNU6-362P,4,-0.0088
AC091874.1,2,-0.0090
AC091874.2,2,-0.0090
NUP50-DT,7,-0.0052
AC131238.1,3,-0.0090
NPC1,3,0.0137
NPC2,4,0.0827
ICA1-AS1,2,-0.0090
RN7SL271P,4,-0.0090
AC078788.2,5,-0.0090
STAG3L5P,2,-0.0072
AC078788.1,5,-0.0090
TPM4P1,2,-0.0090
AL161629.2,2,-0.0090
AC073941.1,4,-0.0090
AC068643.1,3,-0.0090
AL031768.2,5,-0.0088
AC073941.2,4,-0.0090
AC068643.2,3,-0.0090
AL031768.1,5,-0.0087
AL357055.1,3,-0.0090
RNU6-365P,2,-0.0090
AL357055.2,3,-0.0090
RN7SL270P,4,-0.0087
PANDAR,4,-0.0090
AC009800.1,3,-0.0090
RNU6-364P,2,-0.0090
AC116050.1,3,-0.0090
ZDHHC5,2,0.0128
ZDHHC6,2,0.0012
ZDHHC7,3,0.0247
AC063943.1,3,-0.0085
AC063943.2,3,-0.0090
ZDHHC8,7,0.0089
ZDHHC1,3,-0.0043
ZDHHC2,3,-0.0023
ZDHHC3,4,-0.0012
ZDHHC4,2,-0.0027
GOLGA6L10,4,-0.0087
AP000813.1,2,-0.0089
NPFF,3,-0.0090
AC131571.1,2,-0.0089
AP003357.1,3,-0.0089
SFRP4,2,-0.0053
SFRP1,3,0.0597
NEGR1-IT1,4,-0.0090
AC084768.1,3,-0.0090
AC084768.2,3,-0.0090
SFRP2,3,-0.0090
SFRP5,2,-0.0090
AC008628.2,4,-0.0090
AC008628.1,4,-0.0089
IGHV1OR21-1,4,-0.0090
AC132219.2,3,-0.0082
RNU6-361P,3,-0.0090
AL031133.1,2,-0.0089
OLA1P3,3,-0.0090
EVPL,4,-0.0090
OLA1P1,1,-0.0088
OLA1P2,3,-0.0090
NPLP1,3,-0.0090
RBM12,4,0.0132
RIMKLA,3,-0.0067
RIMKLB,3,-0.0043
RBM10,2,0.0306
AC132219.1,3,-0.0090
RBM11,4,-0.0083
AC110813.1,3,-0.0087
RNU6-360P,3,-0.0082
AL445567.1,4,-0.0090
C20orf27,4,0.0082
CELA1,3,-0.0090
AC008378.1,3,-0.0089
Z99289.1,2,-0.0086
MYLPF,2,-0.0089
Z99289.2,2,-0.0089
Z99289.3,2,-0.0089
GOLGA6L22,4,-0.0090
AL122126.1,4,-0.0090
CFAP44-AS1,5,-0.0087
AL445567.2,4,-0.0090
AC113554.1,4,-0.0090
LHFPL3-AS2,2,-0.0089
KRTAP21-4P,4,-0.0090
AP000959.1,4,-0.0090
AC078881.1,3,-0.0089
DIRC1,3,-0.0090
OR5M12P,2,-0.0090
DIRC3,3,-0.0088
AC136428.1,1,-0.0090
AC136428.2,0,-0.0090
AC136428.3,1,-0.0090
AC136428.4,NA,-0.0090
CNEP1R1P1,2,-0.0090
LHFPL3-AS1,2,-0.0090
OR5M13P,2,-0.0090
RNU4-10P,2,-0.0090
SPINDOC,2,-0.0015
DYNLT2B,4,-0.0085
AC097515.1,3,-0.0090
OR5M14P,3,-0.0090
C20orf85,4,-0.0090
NPM1,3,0.0953
AC027644.3,2,-0.0088
AC027644.4,2,-0.0090
NPM2,3,-0.0081
AP005264.6,3,-0.0087
SLCO5A1-AS1,3,-0.0090
CAVIN1,6,0.2876
CAVIN2,3,-0.0033
AP005264.4,3,-0.0090
CAVIN3,2,0.0058
AP005264.5,3,-0.0090
CAVIN4,2,-0.0086
AC027644.1,2,-0.0057
NPM3,2,0.0056
AC027644.2,2,-0.0048
CABCOCO1,2,-0.0088
PPP1CA,2,0.0135
CNIH3-AS2,3,-0.0087
ZDHHC9,2,0.0031
AC037486.1,3,-0.0089
CNIH3-AS1,3,-0.0071
AC005833.1,3,-0.0090
AP005264.2,3,-0.0090
AC005833.2,3,-0.0090
AP005264.3,3,-0.0090
AP005264.1,3,-0.0089
ENGASE,4,-0.0032
PCDHB18P,3,-0.0088
SAMD9L,2,-0.0013
AC005343.7,3,-0.0078
IFI44L,4,-0.0017
AC005343.4,3,-0.0089
NPPB,6,-0.0087
NPPC,3,-0.0090
AC109481.1,4,-0.0088
NPPA,6,-0.0084
RNU4-13P,4,-0.0090
FO393400.1,4,-0.0090
PCDHB17P,3,-0.0081
ADPRHL1,2,-0.0089
LOXL1-AS1,4,-0.0077
THEMIS,2,-0.0090
AP002373.1,2,-0.0090
RPGRIP1L,3,-0.0066
NPNT,3,-0.0089
TFAMP1,2,-0.0090
LITAFD,NA,-0.0089
AP002373.2,2,-0.0089
CCR12P,2,-0.0090
RNU4-14P,3,-0.0087
AC114778.1,3,-0.0090
C20orf144,4,-0.0078
C20orf141,4,-0.0090
KRTAP23-1,4,-0.0090
RBM8A,3,-0.0010
NPR1,3,-0.0090
RBM8B,4,-0.0087
NPR2,2,-0.0056
NPR3,3,-0.0072
RNPS1P1,3,-0.0088
AC021713.1,2,-0.0090
RNU4-11P,4,-0.0090
MIR1233-1,4,-0.0090
MIR1233-2,4,-0.0090
VARS2,3,-0.0089
VARS1,3,0.0084
PCDHB19P,3,-0.0089
HMGA1,4,0.0542
HMGA2,4,-0.0079
EVX1,2,-0.0090
EVX2,3,-0.0090
AJM1,2,-0.0065
RNU4-12P,2,-0.0090
AL078459.1,3,-0.0085
PNLIPRP1,2,-0.0090
RBM27,3,-0.0046
RBM28,2,-0.0063
PNLIPRP2,2,-0.0090
RBM25,4,0.0025
CD164L2,6,-0.0090
RBM26,2,-0.0017
HMGB2,3,0.0333
HMGB3,2,0.0005
HMGB1,2,0.0156
HMGB4,6,-0.0090
AC008868.1,4,-0.0088
CD200R1L,5,-0.0090
NPTN,4,0.0389
UQCRFS1,2,0.0068
RNU4-17P,3,-0.0090
RBM34,3,-0.0088
RBM33,2,-0.0039
RBM17,2,-0.0010
RBM14,2,0.0018
RBM15,3,0.0096
USP12-AS1,2,-0.0079
RBM18,2,-0.0040
RBM19,3,-0.0004
RNU4-18P,2,-0.0090
RBM20,2,-0.0088
RBM23,4,-0.0012
AC016229.2,3,-0.0089
RBM24,4,-0.0083
PNLIPRP3,2,-0.0089
AC016229.1,3,-0.0088
RBM22,3,0.0128
RBM47,3,-0.0088
RBM48,2,-0.0064
AL121872.1,2,-0.0090
RBM4B,2,-0.0042
AC092952.1,5,-0.0090
AP003117.1,3,-0.0087
HMGCR,3,0.0093
AP003117.2,3,-0.0088
TFAMP2,2,-0.0090
HMGCL,6,0.0051
RAB40A,2,-0.0086
RAB40B,4,-0.0060
RAB40C,3,-0.0039
NPVF,2,-0.0090
AL353726.1,2,-0.0089
AL353726.2,2,-0.0090
RNU4-15P,2,-0.0090
RBM38,4,-0.0053
RBM39,4,0.0328
AL160154.1,NA,-0.0090
GOLGA6L5P,4,-0.0088
RBM41,2,-0.0051
RBM42,2,0.0200
AC098487.1,3,-0.0083
RBM45,3,-0.0058
RNU4-16P,2,-0.0090
RBM46,3,-0.0090
RBM43,3,-0.0065
RBM44,3,-0.0088
IGHVIII-44,4,-0.0090
EPB41L1-AS1,4,-0.0088
AC130888.1,NA,-0.0089
AC132803.1,3,-0.0089
RPL7AP71,2,-0.0089
AC011037.1,3,-0.0090
RPL7AP72,2,-0.0090
RPL7AP73,2,-0.0090
SDHDP1,3,-0.0090
SDHDP2,2,-0.0089
RPL7AP66,3,-0.0084
SDHDP5,3,-0.0090
SDHDP6,6,-0.0087
SKP1P1,2,-0.0089
SDHDP3,5,-0.0090
SDHDP4,4,-0.0090
SKP1P2,4,-0.0088
RPL7AP69,2,-0.0090
MIS18A-AS1,4,-0.0085
SKP1P3,2,-0.0090
RPL7AP60,3,-0.0086
CREB3L2-AS1,2,-0.0081
RPL7AP61,2,-0.0090
RPL7AP64,3,-0.0090
